ID|CONGLOMERADO|NSELV|VIVREM|NSELVREMP|ID_MUESTRA|ESTRATO|DOMINIO|PERIODO|CCDD|DEPARTAMENTO|CCPP|PROVINCIA|CCDI|DISTRITO|CODCCPP|NOMCCPP|ZONA|MANZANA|AER_INI|AER_FIN|AREA|GPS_LONG|GPS_LAT|GPS_ALT|RESVIV|RFINAL|VIVIENDA|TOHOGAR|HOGAR_ID|C1P101|C1P101_O|C1P102|C1P102_O|C1P103|C1P103_O|C1P104|C1P104_O|C1P105|C1P105_O|C1P106|C1P106_O|C1P107|C1P107_O|C1P108|C1P109|C1P110_1|C1P110_2|C1P110_3|C1P110_4|C1P110_5|C1P110_6|C1P110_7|C1P111|C1P112_1|C1P112_1_COD|C1P112_2|C1P112_2_COD|C1P112_3|C1P112_3_COD|C1P200|FACTOR_VIV
9279|04550|0006|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|001C|||4|-79.089905|-4.9984136|692.0|1|1|001|1|1|1||1||4||5||1||2||2||1|1|1|2|2|2|2|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|NAMBALLE|05|1|4671.56925571087
9295|04550|0022|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|004|||4|-79.089867|-4.9999809|701.0|1|1|002|1|1|1||1||1||5||1||1||1||4|1|2|2|1|1|1|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|NAMBALLE|05|1|4671.56925571087
9349|04550|0076|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|013|||4|-79.090292|-5.0005967|699.0|1|1|004|1|1|1||3||4||5||1||1||1||3|2|1|2|2|2|2|2|1|2|||||||1|4671.56925571087
9400|04550|0127|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|018|||4|-79.088914|-5.0012142|697.0|1|1|006|1|1|1||1||1||5||1||1||1||5|4|1|2|2|1|2|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|NAMBALLE|05|1|4671.56925571087
9431|04550|0158|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|024|||4|-79.088042|-5.0029678|690.0|1|1|007|1|1|1||3||4||5||1||1||1||1|1|2|2|2|2|2|2|2|2|||||||1|4671.56925571087
9464|04550|0191|1|0057|1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|029|||4|-79.088109|-5.0027843|703.0|1|1|012|1|1|1||3||4||5||1||1||1||3|2|1|2|2|2|2|2|1|2|||||||1|4671.56925571087
9385|04550|0112|1|0109|1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|017|||4|-79.089162|-5.0004009|702.0|1|1|014|1|1|1||1||1||5||1||2||2||1|1|2|2|1|1|2|2|1|2|||||||1|4671.56925571087
9450|04550|0177|1|0175|1|||6|06|CAJAMARCA|09|SAN IGNACIO|05|NAMBALLE|0001|NAMBALLE|00100|026|||4|-79.088236|-5.0015377|691.0|1|1|015|1|1|1||1||1||5||1||5||1||2|1|2|2|1|1|2|2|1|2|||||||2|4671.56925571087
8741|04895|0010|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.695932|-6.2382186|2126.0|1|1|001|1|1|1||4||4||6||1||1||5||1|1|2|2|2|2|2|2|2|2|||||||1|4671.56925571087
8742|04895|0011|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.684058|-6.2438883|2246.0|1|1|002|1|1|1||4||4||6||3||1||5||1|1|2|2|2|2|2|2|2|2|||||||2|4671.56925571087
8743|04895|0012|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.697224|-6.2359727|2050.0|1|1|003|1|1|1||4||4||6||1||1||5||2|2|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
8744|04895|0013|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.697736|-6.2344062|2022.0|1|1|004|1|1|1||1||4||6||1||1||5||1|1|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
8797|04895|0066|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.692054|-6.2331272|2124.0|1|1|005|1|1|1||4||4||6||1||1||5||1|1|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
8798|04895|0067|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.691730|-6.2342563|2143.0|1|1|006|1|1|1||4||4||6||1||1||5||1|1|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
8799|04895|0068|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.692157|-6.2338579|2129.0|1|1|007|1|1|1||4||4||6||1||1||5||2|2|2|2|2|2|2|2|1|2|||||||2|4671.56925571087
8800|04895|0069|0||1|||4|06|CAJAMARCA|06|CUTERVO|08|SAN ANDRES DE CUTERVO|0007|LA SUCCHA|||007|007|5|-78.691950|-6.2315023|2103.0|1|1|008|1|1|1||4||4||6||1||1||5||2|2|2|2|2|2|2|2|2|2|||||||2|4671.56925571087
8579|05162|0006|0||1|||4|06|CAJAMARCA|04|CHOTA|11|LLAMA|0066|MOLLEPAMPA|||010|011|5|-79.128943|-6.5895844|2106.0|1|1|001|1|1|1||3||3||6||1||6||5||2|2|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
8580|05162|0007|0||1|||4|06|CAJAMARCA|04|CHOTA|11|LLAMA|0066|MOLLEPAMPA|||010|011|5|-79.128688|-6.5895212|2110.0|1|1|002|1|1|1||3||3||6||1||6||7||1|1|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
8582|05162|0009|0||1|||4|06|CAJAMARCA|04|CHOTA|11|LLAMA|0064|PACOPUQUIO|||010|011|5|-79.135568|-6.5675253|2140.0|1|1|004|1|1|1||3||3||6||1||6||5||2|2|2|2|2|2|2|2|1|2|||||||4|4671.56925571087
8600|05162|0027|0||1|||4|06|CAJAMARCA|04|CHOTA|11|LLAMA|0064|PACOPUQUIO|||010|011|5|-79.131968|-6.5699862|2160.0|1|1|005|1|1|1||3||3||6||1||6||5||1|1|2|2|2|2|2|2|1|2|||||||2|4671.56925571087
8601|05162|0028|0||1|||4|06|CAJAMARCA|04|CHOTA|11|LLAMA|0064|PACOPUQUIO|||010|011|5|-79.131573|-6.5702094|2153.0|1|1|006|1|1|1||3||3||6||1||2||4||2|2|2|2|2|2|2|2|2|2|||||||1|4671.56925571087
